match_id,msg_number,explicit_word_in_msg,fixed_height,from,funny_word_in_msg,message,n_words_in_msg,question_mark_in_msg,question_word_in_msg,sent_date,time_since_last_2_msgs,time_since_last_msg,to,type
Match 156,45,0.0,,You,0.0,"Oh dang, can you share a sonnet? What do write about?",11.0,1.0,1.0,2018-10-18 00:41:50,0 days 19:47:31.000000000,0 days 19:47:13.000000000,55b2e4e87d75050e2c017ae3,
Match 156,46,0.0,,You,0.0,Also that sounds super cool. I’m kinda interested in how that process goes. How do you know if you did a good job?,23.0,1.0,1.0,2018-10-18 00:42:57,0 days 19:48:20.000000000,0 days 00:01:07.000000000,55b2e4e87d75050e2c017ae3,
Match 156,47,0.0,,You,0.0,Hmm your advertising drives them all? I’m sure it’s not all your fault 🤭,14.0,1.0,0.0,2018-10-18 23:36:17,0 days 22:54:27.000000000,0 days 22:53:20.000000000,55b2e4e87d75050e2c017ae3,
Match 156,48,0.0,,You,0.0,Also the word of the month is Shakespeare! My colleague loves talking about his Shakespeare didn’t write Shakespeare theories so boy do I have half a story to tell you,30.0,0.0,0.0,2018-10-18 23:37:13,0 days 22:54:16.000000000,0 days 00:00:56.000000000,55b2e4e87d75050e2c017ae3,
Match 156,49,0.0,,You,0.0,Also still wanna hear a sonnet/ love song,8.0,0.0,0.0,2018-10-18 23:51:03,0 days 00:14:46.000000000,0 days 00:13:50.000000000,55b2e4e87d75050e2c017ae3,
Match 156,50,0.0,,You,0.0,That’s where I started but my colleague went down another route. I also didn’t finish the documentary and didn’t finish the treasure part,23.0,0.0,1.0,2018-10-19 01:54:59,0 days 02:17:46.000000000,0 days 02:03:56.000000000,55b2e4e87d75050e2c017ae3,
Match 156,51,0.0,,You,0.0,"If that doesn’t make you want to go one a date with me, I don’t know what will",18.0,0.0,1.0,2018-10-19 01:55:27,0 days 02:04:24.000000000,0 days 00:00:28.000000000,55b2e4e87d75050e2c017ae3,
Match 156,52,0.0,,You,0.0,What do you normally do on weekend?,7.0,1.0,1.0,2018-10-20 18:17:57,1 days 16:22:58.000000000,1 days 16:22:30.000000000,55b2e4e87d75050e2c017ae3,
Match 156,53,0.0,,You,0.0,"Ah so you have some introvert moments, I definitely feel that. Sounds like a fun weekend. Going out tonight?",19.0,1.0,0.0,2018-10-21 00:15:46,1 days 22:20:19.000000000,0 days 05:57:49.000000000,55b2e4e87d75050e2c017ae3,
Match 156,54,0.0,,You,0.0,"Nice! Did some dancing yesterday, today was just mushing and being lazy lol. Might cook later tonight",17.0,0.0,0.0,2018-10-21 00:59:32,0 days 06:41:35.000000000,0 days 00:43:46.000000000,55b2e4e87d75050e2c017ae3,
Match 156,55,0.0,,You,0.0,"Introvert nothing, you’re doing the Saturday night bar life",9.0,0.0,0.0,2018-10-21 00:59:52,0 days 00:44:06.000000000,0 days 00:00:20.000000000,55b2e4e87d75050e2c017ae3,
Match 156,56,0.0,,You,0.0,But it’s a super fun time!,6.0,0.0,0.0,2018-10-21 01:05:40,0 days 00:06:08.000000000,0 days 00:05:48.000000000,55b2e4e87d75050e2c017ae3,
Match 156,57,0.0,,You,0.0,"Just gonna bake some chicken, maybe bread it with cheese. Rice and veggies with it",15.0,0.0,0.0,2018-10-21 01:07:04,0 days 00:07:12.000000000,0 days 00:01:24.000000000,55b2e4e87d75050e2c017ae3,
Match 156,58,0.0,,You,0.0,But I haven’t started yet 👨‍🍳,6.0,0.0,0.0,2018-10-21 01:07:27,0 days 00:01:47.000000000,0 days 00:00:23.000000000,55b2e4e87d75050e2c017ae3,
Match 156,59,0.0,,You,0.0,What music is playing?,4.0,1.0,1.0,2018-10-21 01:09:36,0 days 00:02:32.000000000,0 days 00:02:09.000000000,55b2e4e87d75050e2c017ae3,
Match 156,60,0.0,,You,0.0,"Glorious! I’m September, I kinda got wrapped back into my rock  phase. Some boys like girls and NFG",19.0,0.0,0.0,2018-10-21 01:15:59,0 days 00:08:32.000000000,0 days 00:06:23.000000000,55b2e4e87d75050e2c017ae3,
Match 156,61,0.0,,You,0.0,There’s so much nostalgia attached to that music. The high school struggle was so real,15.0,0.0,0.0,2018-10-21 01:18:35,0 days 00:08:59.000000000,0 days 00:02:36.000000000,55b2e4e87d75050e2c017ae3,
Match 156,62,0.0,,You,0.0,Exactly I’m all about the feels of the music. Oh the 2000s,12.0,0.0,0.0,2018-10-21 01:27:30,0 days 00:11:31.000000000,0 days 00:08:55.000000000,55b2e4e87d75050e2c017ae3,
Match 156,63,0.0,,You,0.0,🤩,1.0,0.0,0.0,2018-10-21 01:35:40,0 days 00:17:05.000000000,0 days 00:08:10.000000000,55b2e4e87d75050e2c017ae3,
Match 155,0,0.0,,You,0.0,"Yeah I can’t even explain it but I love the two, usually at different times lol. Have any music preference?",20.0,1.0,0.0,2018-02-20 11:53:30,,,54bd88a9d89add2f7732b9b5,
Match 155,1,0.0,,You,0.0,Nice yeah don’t know much about that underground scene but I can appreciate it,14.0,0.0,0.0,2018-02-20 12:46:18,,0 days 00:52:48.000000000,54bd88a9d89add2f7732b9b5,
Match 155,2,0.0,,You,0.0,So how was your Tuesday?,5.0,1.0,1.0,2018-02-20 23:50:00,0 days 11:56:30.000000000,0 days 11:03:42.000000000,54bd88a9d89add2f7732b9b5,
Match 155,3,0.0,,You,0.0,So did you already get boo’ed up for the fall?,10.0,1.0,0.0,2018-10-07 12:56:03,229 days 00:09:45.000000000,228 days 13:06:03.000000000,54bd88a9d89add2f7732b9b5,
Match 155,4,0.0,,You,1.0,Haha times have changed and you’ll just have to get to know me all over again 🤷🏾‍♂️,17.0,0.0,0.0,2018-10-09 11:25:40,230 days 11:35:40.000000000,1 days 22:29:37.000000000,54bd88a9d89add2f7732b9b5,
Match 154,0,0.0,,You,0.0,Hey how’s it going? I’ve never matched with a model. Today must be my lucky day,16.0,1.0,0.0,2018-03-16 13:09:51,,,5650eb3924ff4c2120f7aca6,
Match 154,1,0.0,,You,0.0,Thanks for making me wait. I think I’m ready now,10.0,0.0,0.0,2018-10-07 12:53:51,,204 days 23:44:00.000000000,5650eb3924ff4c2120f7aca6,
Match 153,0,0.0,,You,0.0,Hey it’s not too late to get started right?,9.0,1.0,0.0,2018-10-07 12:46:57,,,59f80a392cebed680c86af34,
Match 152,0,0.0,,You,0.0,Sooo where are we starting our food journey?? Can it be ktown?,12.0,1.0,1.0,2018-10-07 12:43:35,,,56dd0a77782c8dff14a4dc10,
Match 151,0,0.0,,You,0.0,How do you meal prep for a month? I can barely get the week straight,15.0,1.0,1.0,2018-10-07 12:42:39,,,5b808c7eb542f2ee092f8a19,
Match 150,0,0.0,,You,0.0,Hey how’s it going?,4.0,1.0,0.0,2018-08-07 22:59:56,,,543b40d30e1508ee46963749,
Match 149,0,0.0,,You,0.0,Happy Valentine’s Day my super like!,6.0,0.0,0.0,2018-02-14 23:04:54,,,5a6d0f9b23ff09ea0913acdf,
Match 149,1,0.0,,You,0.0,❤️,1.0,0.0,0.0,2018-02-14 23:05:00,,0 days 00:00:06.000000000,5a6d0f9b23ff09ea0913acdf,gesture
Match 149,2,0.0,,You,0.0,How are you spending this fine Valentine’s Day?,8.0,1.0,1.0,2018-02-14 23:10:34,0 days 00:05:40.000000000,0 days 00:05:34.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,3,0.0,,You,0.0,Having the time of my life talking to you .... still at work though,14.0,0.0,0.0,2018-02-14 23:21:36,0 days 00:16:36.000000000,0 days 00:11:02.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,4,0.0,,You,0.0,Is school more interesting than work?,6.0,1.0,0.0,2018-02-14 23:22:42,0 days 00:12:08.000000000,0 days 00:01:06.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,5,0.0,,You,0.0,"Oh cool, what do you do for work?",8.0,1.0,1.0,2018-02-14 23:27:43,0 days 00:06:07.000000000,0 days 00:05:01.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,6,0.0,,You,0.0,I’m in financial services so not much excitement most days,10.0,0.0,0.0,2018-02-14 23:28:24,0 days 00:05:42.000000000,0 days 00:00:41.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,7,0.0,,You,1.0,"Lol was that sarcasm, because it can be fun ...kinda... sometimes",11.0,0.0,0.0,2018-02-15 00:12:22,0 days 00:44:39.000000000,0 days 00:43:58.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,8,0.0,,You,0.0,How are the teens tonight? Rambunctious for Valentine’s Day?,9.0,1.0,1.0,2018-02-15 00:12:49,0 days 00:44:25.000000000,0 days 00:00:27.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,9,0.0,,You,0.0,So what are you doing for the Valentine’s Day weekend?,10.0,1.0,1.0,2018-02-16 02:58:30,1 days 02:46:08.000000000,1 days 02:45:41.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,10,0.0,,You,1.0,Black panther and trying to catch up on work lol,10.0,0.0,0.0,2018-02-16 04:25:38,1 days 04:12:49.000000000,0 days 01:27:08.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,11,0.0,,You,0.0,Any chance you’ll be free Sunday or Monday evening for coffee or something,13.0,0.0,0.0,2018-02-16 04:26:05,0 days 01:27:35.000000000,0 days 00:00:27.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,12,0.0,,You,0.0,TGIF congrats on making it through Valentine’s Day week! How are you celebrating?,13.0,1.0,1.0,2018-02-16 21:29:19,0 days 17:03:41.000000000,0 days 17:03:14.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,13,0.0,,You,0.0,So how’s the sleeping and studying extravaganza going so far?,10.0,1.0,0.0,2018-02-19 13:13:53,3 days 08:47:48.000000000,2 days 15:44:34.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,14,0.0,,You,0.0,Hey so did midterms ever end?,6.0,1.0,0.0,2018-03-16 13:08:27,27 days 15:39:08.000000000,24 days 23:54:34.000000000,5a6d0f9b23ff09ea0913acdf,
Match 149,15,0.0,,You,0.0,Hey how’s it going?,4.0,1.0,0.0,2018-04-21 23:38:18,61 days 10:24:25.000000000,36 days 10:29:51.000000000,5a6d0f9b23ff09ea0913acdf,
Match 148,0,0.0,,You,0.0,Hey how’s it going?,4.0,1.0,0.0,2018-04-17 02:01:07,,,59a5c84ba57fdfb607004dfa,
Match 148,1,0.0,,You,0.0,I like the way your sc is patronnn. Did you do that before or after narcos?,16.0,1.0,0.0,2018-04-17 02:02:02,,0 days 00:00:55.000000000,59a5c84ba57fdfb607004dfa,
Match 148,2,0.0,,You,0.0,"That is correct, and now I can ask how did you choose parronnnn instead of patronnnn",16.0,0.0,1.0,2018-04-17 02:16:35,0 days 00:15:28.000000000,0 days 00:14:33.000000000,59a5c84ba57fdfb607004dfa,
Match 148,3,0.0,,You,0.0,How did you choose parronnnn as your sc?,8.0,1.0,1.0,2018-04-17 16:14:55,0 days 14:12:53.000000000,0 days 13:58:20.000000000,59a5c84ba57fdfb607004dfa,
Match 147,0,0.0,,You,0.0,Hey how’s it going?,4.0,1.0,0.0,2018-02-13 03:36:45,,,581678349788000b5aabc8ec,
Match 147,1,0.0,,You,0.0,Happy Easter!,2.0,0.0,0.0,2018-04-01 22:11:34,,47 days 18:34:49.000000000,581678349788000b5aabc8ec,
Match 146,0,0.0,,You,0.0,It’s never too late... whatcha got?,6.0,1.0,0.0,2018-02-13 03:06:51,,,5a0d48753ce07a736917bcd1,
Match 146,1,0.0,,You,0.0,Have you seen it before or would you like to see it?,12.0,1.0,0.0,2018-02-13 03:35:44,,0 days 00:28:53.000000000,5a0d48753ce07a736917bcd1,
Match 146,2,0.0,,You,0.0,Or is this something about seeing me cry...,8.0,0.0,0.0,2018-02-13 03:35:56,0 days 00:29:05.000000000,0 days 00:00:12.000000000,5a0d48753ce07a736917bcd1,
Match 146,3,0.0,,You,0.0,Oh lol. I thought that was something else. Yeah that was in Cuba,13.0,0.0,0.0,2018-02-13 03:37:48,0 days 00:02:04.000000000,0 days 00:01:52.000000000,5a0d48753ce07a736917bcd1,
Match 146,4,0.0,,You,0.0,I like your first pic. I appreciate clever imitations of art,11.0,0.0,0.0,2018-02-13 03:39:02,0 days 00:03:06.000000000,0 days 00:01:14.000000000,5a0d48753ce07a736917bcd1,
Match 146,5,0.0,,You,0.0,❤️,1.0,0.0,0.0,2018-02-13 03:58:05,0 days 00:20:17.000000000,0 days 00:19:03.000000000,5a0d48753ce07a736917bcd1,gesture
Match 146,6,0.0,,You,0.0,❤️,1.0,0.0,0.0,2018-02-13 03:58:07,0 days 00:19:05.000000000,0 days 00:00:02.000000000,5a0d48753ce07a736917bcd1,gesture
Match 146,7,0.0,,You,0.0,I think you look the best,6.0,0.0,0.0,2018-02-13 03:58:08,0 days 00:00:03.000000000,0 days 00:00:01.000000000,5a0d48753ce07a736917bcd1,
Match 146,8,0.0,,You,0.0,That was a little much on the hearts but still... looks good,12.0,0.0,0.0,2018-02-13 03:58:40,0 days 00:00:33.000000000,0 days 00:00:32.000000000,5a0d48753ce07a736917bcd1,
Match 146,9,0.0,,You,0.0,Fair enough.... but that kinda leads into a question about another pic...,12.0,0.0,0.0,2018-02-13 04:06:32,0 days 00:08:24.000000000,0 days 00:07:52.000000000,5a0d48753ce07a736917bcd1,
Match 146,10,0.0,,You,0.0,Are those the same googley eyes?,6.0,1.0,0.0,2018-02-13 04:06:46,0 days 00:08:06.000000000,0 days 00:00:14.000000000,5a0d48753ce07a736917bcd1,
Match 146,11,0.0,,You,0.0,In the 2nd n last pic,6.0,0.0,0.0,2018-02-13 04:06:56,0 days 00:00:24.000000000,0 days 00:00:10.000000000,5a0d48753ce07a736917bcd1,
Match 146,12,0.0,,You,0.0,About the eyes? Yeah I’m not sure. I was trying to figure out what kind of day that would be,20.0,1.0,1.0,2018-02-13 04:09:20,0 days 00:02:34.000000000,0 days 00:02:24.000000000,5a0d48753ce07a736917bcd1,
Match 146,13,0.0,,You,0.0,Seems about right,3.0,0.0,0.0,2018-02-13 04:11:09,0 days 00:04:13.000000000,0 days 00:01:49.000000000,5a0d48753ce07a736917bcd1,
Match 146,14,0.0,,You,0.0,So like September and October ish,6.0,0.0,0.0,2018-02-13 04:11:21,0 days 00:02:01.000000000,0 days 00:00:12.000000000,5a0d48753ce07a736917bcd1,
Match 146,15,0.0,,You,0.0,Time flies when you’re playing with googley eyes,8.0,0.0,1.0,2018-02-13 04:15:22,0 days 00:04:13.000000000,0 days 00:04:01.000000000,5a0d48753ce07a736917bcd1,
Match 146,16,0.0,,You,0.0,Ok I’m done,3.0,0.0,0.0,2018-02-13 04:15:26,0 days 00:04:05.000000000,0 days 00:00:04.000000000,5a0d48753ce07a736917bcd1,
Match 146,17,0.0,,You,0.0,Although I don’t think I have anything as unique as those,11.0,0.0,0.0,2018-02-13 04:16:00,0 days 00:00:38.000000000,0 days 00:00:34.000000000,5a0d48753ce07a736917bcd1,
Match 146,18,0.0,,You,0.0,Don’t know what that means...,5.0,0.0,1.0,2018-02-13 04:20:42,0 days 00:05:16.000000000,0 days 00:04:42.000000000,5a0d48753ce07a736917bcd1,
Match 146,19,0.0,,You,0.0,But yeah nothing as interesting as the eyes...,8.0,0.0,0.0,2018-02-13 04:21:07,0 days 00:05:07.000000000,0 days 00:00:25.000000000,5a0d48753ce07a736917bcd1,
Match 146,20,0.0,,You,0.0,"Wrapping paper from the holidays, stats books and",8.0,0.0,0.0,2018-02-13 04:21:41,0 days 00:00:59.000000000,0 days 00:00:34.000000000,5a0d48753ce07a736917bcd1,
Match 146,21,0.0,,You,1.0,Oh lol I don’t have any onionz,7.0,0.0,0.0,2018-02-13 04:21:57,0 days 00:00:50.000000000,0 days 00:00:16.000000000,5a0d48753ce07a736917bcd1,
Match 146,22,0.0,,You,0.0,Would anything besides onion work?,5.0,1.0,0.0,2018-02-13 04:23:30,0 days 00:01:49.000000000,0 days 00:01:33.000000000,5a0d48753ce07a736917bcd1,
Match 146,23,0.0,,You,0.0,Hmm,1.0,0.0,0.0,2018-02-13 04:32:02,0 days 00:10:05.000000000,0 days 00:08:32.000000000,5a0d48753ce07a736917bcd1,
Match 146,24,0.0,,You,0.0,Ooh I want one of those,6.0,0.0,0.0,2018-02-13 04:37:24,0 days 00:13:54.000000000,0 days 00:05:22.000000000,5a0d48753ce07a736917bcd1,
Match 146,25,0.0,,You,0.0,Oh I can work it! But don’t have onions...,9.0,0.0,0.0,2018-02-13 04:38:57,0 days 00:06:55.000000000,0 days 00:01:33.000000000,5a0d48753ce07a736917bcd1,
Match 146,26,0.0,,You,0.0,Or googley eyes,3.0,0.0,0.0,2018-02-13 04:39:02,0 days 00:01:38.000000000,0 days 00:00:05.000000000,5a0d48753ce07a736917bcd1,
Match 146,27,0.0,,You,0.0,HVD!,1.0,0.0,0.0,2018-02-14 23:05:23,1 days 18:26:26.000000000,1 days 18:26:21.000000000,5a0d48753ce07a736917bcd1,
Match 146,28,0.0,,You,0.0,I’m starting a movement. It’s not too late to tell your friends,12.0,0.0,0.0,2018-02-14 23:28:44,1 days 18:49:42.000000000,0 days 00:23:21.000000000,5a0d48753ce07a736917bcd1,
Match 146,29,0.0,,You,0.0,Sounds like you won that trade. Not that it’s a competition,11.0,0.0,0.0,2018-02-14 23:33:20,0 days 00:27:57.000000000,0 days 00:04:36.000000000,5a0d48753ce07a736917bcd1,
Match 145,0,0.0,,You,0.0,So a heart breaker huh? Should i get my taylor swift songs ready now,14.0,1.0,0.0,2017-10-11 21:27:13,,,540504ff5e4e9eb2704e778d,
Match 144,0,0.0,,You,0.0,Hey how's it going? I haven't met anyone from UIUC in NY befroe. what's up,15.0,1.0,1.0,2017-09-20 11:56:35,,,53954e5cdbda62492feabb33,
Match 144,1,0.0,,You,0.0,pretty good. just another day at the office. whatcha up to?,11.0,1.0,0.0,2017-09-20 14:35:54,,0 days 02:39:19.000000000,53954e5cdbda62492feabb33,
Match 144,2,0.0,,You,0.0,Hey how was your 2nd? week of classes? Got any plans for the weekend? ,15.0,1.0,1.0,2017-09-22 12:03:28,2 days 00:06:53.000000000,1 days 21:27:34.000000000,53954e5cdbda62492feabb33,
Match 144,3,0.0,,You,0.0,Got some running around to do today. Are you free tomorrow around 6 for drinks or coffee? ,18.0,1.0,0.0,2017-09-23 11:58:28,2 days 21:22:34.000000000,0 days 23:55:00.000000000,53954e5cdbda62492feabb33,
Match 144,4,0.0,,You,0.0,Think you're gonna be free this afternoon? I can come to columbia terrirtory ,14.0,1.0,0.0,2017-09-24 12:34:05,2 days 00:30:37.000000000,1 days 00:35:37.000000000,53954e5cdbda62492feabb33,
Match 143,0,0.0,,You,0.0,Hey how's it going?,4.0,1.0,1.0,2017-06-19 18:39:27,,,588839f7a781b25d1236b3bb,
Match 143,1,0.0,,You,0.0,"Pretty good, not too crazy at work. How's your Monday going?",11.0,1.0,1.0,2017-06-19 18:57:22,,0 days 00:17:55.000000000,588839f7a781b25d1236b3bb,
Match 143,2,0.0,,You,1.0,Haha straight to point. Its a fast and easy way to meet people who are also looking to meet people. All tinder reputations aside.... How about yourself?,27.0,1.0,1.0,2017-06-19 19:04:22,0 days 00:24:55.000000000,0 days 00:07:00.000000000,588839f7a781b25d1236b3bb,
Match 143,3,0.0,,You,0.0,"Gotcha, what are you interested in/ where do you wanna go in the city?",14.0,1.0,1.0,2017-06-19 19:13:45,0 days 00:16:23.000000000,0 days 00:09:23.000000000,588839f7a781b25d1236b3bb,
Match 143,4,0.0,,You,1.0,"Haha nice, sounds like we have options",7.0,0.0,0.0,2017-06-19 19:23:16,0 days 00:18:54.000000000,0 days 00:09:31.000000000,588839f7a781b25d1236b3bb,
Match 143,5,0.0,,You,1.0,Haha now?,2.0,1.0,0.0,2017-06-19 19:33:01,0 days 00:19:16.000000000,0 days 00:09:45.000000000,588839f7a781b25d1236b3bb,
Match 143,6,0.0,,You,0.0,Actually I'll call in like 10. Want to get to a good stopping point,14.0,0.0,0.0,2017-06-19 19:38:55,0 days 00:15:39.000000000,0 days 00:05:54.000000000,588839f7a781b25d1236b3bb,
Match 142,0,0.0,,You,0.0,Hey how's it going? So you're a Muenster cheese person even after trying Pepperjack?,14.0,1.0,1.0,2017-04-20 12:42:19,,,58e93c37c08930cf1b763008,
Match 142,1,0.0,,You,0.0,"True, I only go pepper Jack every once in awhile. I'm doing alright. Happy the week is ending although I don't have much planned for the weekend",27.0,0.0,0.0,2017-04-21 02:33:49,,0 days 13:51:30.000000000,58e93c37c08930cf1b763008,
Match 142,2,0.0,,You,0.0,So that was a refreshing month of not talking. We shouldn't do that again,14.0,0.0,0.0,2017-06-07 23:36:41,48 days 10:54:22.000000000,47 days 21:02:52.000000000,58e93c37c08930cf1b763008,
Match 141,0,0.0,,You,0.0,Hey how's it going?,4.0,1.0,1.0,2017-06-07 23:36:06,,,58d057514b7b440227431e36,
Match 140,0,0.0,,You,0.0,Hey how's it going? Tell me more about this food buddy you're looking for,14.0,1.0,1.0,2017-06-07 23:34:41,,,527d9367d909c8c610002c7a,
Match 139,0,0.0,,You,0.0,Hey how's it going? The dog in your second pic is adorable,12.0,1.0,1.0,2017-06-07 23:33:42,,,582d084cd956dbdf62e2ca18,
Match 138,0,0.0,,You,0.0,Is that the collesseum in your pic? Fun fact: I've never been to Europe,14.0,1.0,0.0,2016-11-22 03:23:27,,,5571c680bb707fcc52359640,
Match 138,1,0.0,,You,0.0,Yeah I'm sure it was. I'm nervous about all the planning that goes into it. Was there any special reason you went?,22.0,1.0,0.0,2016-11-22 03:40:28,,0 days 00:17:01.000000000,5571c680bb707fcc52359640,
Match 138,2,0.0,,You,0.0,Yeah Europe on my to do list. I usually go to the Caribbean and I went to Cuba last summer,20.0,0.0,0.0,2016-11-22 04:05:47,0 days 00:42:20.000000000,0 days 00:25:19.000000000,5571c680bb707fcc52359640,
Match 138,3,0.0,,You,0.0,I regretted not practicing my Spanish and dancing more in Cuba. What would you do differently in Italy?,18.0,1.0,1.0,2016-11-22 04:34:38,0 days 00:54:10.000000000,0 days 00:28:51.000000000,5571c680bb707fcc52359640,
Match 138,4,0.0,,You,0.0,"It was really good. I got to see family I've never met before. And it's under developed which made a somewhat big culture shock. No Internet, few credit cards, old cars etc",32.0,0.0,0.0,2016-11-22 15:54:47,0 days 11:49:00.000000000,0 days 11:20:09.000000000,5571c680bb707fcc52359640,
Match 138,5,0.0,,You,0.0,There's never enough time when you go somewhere so new. But yeah it is. It's a little sad sometimes to see how some of the people are living but it's was still a great experience.,35.0,0.0,1.0,2016-11-22 19:50:51,0 days 15:16:13.000000000,0 days 03:56:04.000000000,5571c680bb707fcc52359640,
Match 138,6,0.0,,You,0.0,My dad's late mother was from there and he's stayed in touch with the family.,15.0,0.0,0.0,2016-11-22 19:51:20,0 days 03:56:33.000000000,0 days 00:00:29.000000000,5571c680bb707fcc52359640,
Match 138,7,0.0,,You,0.0,Do you have any interesting lineage?,6.0,1.0,0.0,2016-11-22 19:52:12,0 days 00:01:21.000000000,0 days 00:00:52.000000000,5571c680bb707fcc52359640,
Match 138,8,0.0,,You,0.0,"Yeah I have some high school Spanish which was barely enough to communicate. I like going out, programming, hanging with friends and binging on Netflix every once in a while",30.0,0.0,0.0,2016-11-23 13:27:17,0 days 17:35:57.000000000,0 days 17:35:05.000000000,5571c680bb707fcc52359640,
Match 138,9,0.0,,You,0.0,You gotta show me your moves. We should go out sometime soon. Are you on break for thanksgiving yet?,19.0,1.0,0.0,2016-11-23 13:28:55,0 days 17:36:43.000000000,0 days 00:01:38.000000000,5571c680bb707fcc52359640,
Match 138,10,0.0,,You,0.0,"Exactly, I'd like to think my Spanish was better after I left. I'm really into data science but I know it's not for everybody.",24.0,0.0,0.0,2016-11-23 21:40:57,0 days 08:13:40.000000000,0 days 08:12:02.000000000,5571c680bb707fcc52359640,
Match 138,11,0.0,,You,0.0,"Where's home for you? What are you up to for the break? I'm staying in MA until Friday then I'm heading back to the Bronx, NY",26.0,1.0,1.0,2016-11-23 21:41:35,0 days 08:12:40.000000000,0 days 00:00:38.000000000,5571c680bb707fcc52359640,
Match 138,12,0.0,,You,0.0,Shucks I didn't see your message before. I actually had Thanksgiving dinner in east Taunton,15.0,0.0,0.0,2016-11-25 23:45:47,2 days 02:04:50.000000000,2 days 02:04:12.000000000,5571c680bb707fcc52359640,
Match 138,13,0.0,,You,0.0,"But I'm from the Bronx, NY",6.0,0.0,0.0,2016-11-25 23:46:22,2 days 02:04:47.000000000,0 days 00:00:35.000000000,5571c680bb707fcc52359640,
Match 138,14,0.0,,You,1.0,Haha possibly. But you're back in Boston now?,8.0,1.0,0.0,2016-11-30 03:19:42,4 days 03:33:55.000000000,4 days 03:33:20.000000000,5571c680bb707fcc52359640,
Match 138,15,0.0,,You,0.0,"Me too, seems like everyone saved up their work from Thanksgiving. I had a few job things and lots of HW. How was your week?",25.0,1.0,1.0,2016-12-03 00:35:29,7 days 00:49:07.000000000,2 days 21:15:47.000000000,5571c680bb707fcc52359640,
Match 138,16,0.0,,You,0.0,"Pretty good, week off to a busy start but I think I'm ready for it. What's going on this week?",20.0,1.0,1.0,2016-12-05 19:37:52,5 days 16:18:10.000000000,2 days 19:02:23.000000000,5571c680bb707fcc52359640,
Match 138,17,0.0,,You,0.0,Yeah I have an interview and plenty of assignments. It's good to be busy though. What do you have planned for your sister this weekend?,25.0,1.0,1.0,2016-12-06 04:16:40,3 days 03:41:11.000000000,0 days 08:38:48.000000000,5571c680bb707fcc52359640,
Match 138,18,0.0,,You,0.0,"That's nice, sounds pretty chill. I really enjoy catching up with my sister too. I need to do it more often. How often do you see yours?",27.0,1.0,1.0,2016-12-06 22:38:12,1 days 03:00:20.000000000,0 days 18:21:32.000000000,5571c680bb707fcc52359640,
Match 138,19,0.0,,You,0.0,"Oh haha, sporadic texts and when I'm in NY I try to see her. It's great that she's so close to you though. Would you say she's your best friend?",30.0,1.0,1.0,2016-12-07 15:48:15,1 days 11:31:35.000000000,0 days 17:10:03.000000000,5571c680bb707fcc52359640,
Match 138,20,0.0,,You,0.0,She is 3 years older. Yeah I feel that. My sister knows most of the important stuff but she isn't my best friend,23.0,0.0,0.0,2016-12-08 17:09:50,1 days 18:31:38.000000000,1 days 01:21:35.000000000,5571c680bb707fcc52359640,
Match 138,21,0.0,,You,0.0,No just me and my sister. How about you?,9.0,1.0,1.0,2016-12-09 19:32:19,2 days 03:44:04.000000000,1 days 02:22:29.000000000,5571c680bb707fcc52359640,
Match 138,22,0.0,,You,0.0,"Also I saw this boston winter festival by government center. They had cider, beer and an ice track. Do you wanna check it out on Saturday or Sunday?",28.0,1.0,0.0,2016-12-09 19:33:53,1 days 02:24:03.000000000,0 days 00:01:34.000000000,5571c680bb707fcc52359640,
Match 138,23,0.0,,You,0.0,Right because the sister is in town...,7.0,0.0,0.0,2016-12-09 22:35:46,0 days 03:03:27.000000000,0 days 03:01:53.000000000,5571c680bb707fcc52359640,
Match 138,24,0.0,,You,0.0,Hey how was yours sisters visit?,6.0,1.0,1.0,2016-12-21 07:36:14,11 days 12:02:21.000000000,11 days 09:00:28.000000000,5571c680bb707fcc52359640,
Match 138,25,0.0,,You,0.0,"I'm alright, thinking about whether to do some Christmas shopping or",11.0,0.0,0.0,2016-12-24 17:30:03,14 days 18:54:17.000000000,3 days 09:53:49.000000000,5571c680bb707fcc52359640,
Match 138,26,0.0,,You,0.0,"Not, how's your Christmas eve going?",6.0,1.0,1.0,2016-12-24 17:30:24,3 days 09:54:10.000000000,0 days 00:00:21.000000000,5571c680bb707fcc52359640,
Match 138,27,0.0,,You,0.0,Hey how's it going? I'm coming to Boston this weekend. Would you like to meet up and finally grab that drink?,21.0,1.0,1.0,2017-05-03 15:08:11,129 days 21:38:08.000000000,129 days 21:37:47.000000000,5571c680bb707fcc52359640,
